First_pokemon_id,Type 1_first,Type 2_first,Second_pokemon_id,Type 1_second,Type 2_second,Height_diff,Weight_diff,Experience_diff,Total_stats_diff,Generation_diff,Legendary_diff,Winner
375,17,1,133,0,7,-4,-232,64,-32,2,0,133
641,14,12,561,17,12,5,142,159,182,0,0,561
50,9,13,570,1,12,-3,-289,-18,-51,-4,0,570
395,14,12,473,8,7,2,128,-18,-88,-1,0,473
736,6,12,89,3,16,3,75,9,44,5,0,736
624,8,12,361,10,2,-6,-138,-58,-37,2,0,361
6,6,12,317,0,8,3,178,59,169,-2,0,317
577,14,12,507,17,12,2,163,-8,-38,1,0,507
232,0,5,277,6,12,11,515,113,190,-1,0,232
662,16,12,482,14,12,4,504,97,155,1,0,662
64,6,12,744,5,1,-14,-1170,-103,-145,-5,0,64
319,12,12,741,9,12,1,95,56,10,-3,0,741
352,17,12,567,12,12,136,3833,45,130,-2,0,567
140,17,12,278,6,5,0,-95,-102,-205,-2,0,278
609,9,12,190,4,12,2,51,7,35,3,0,609
719,9,12,235,12,12,-2,2,-3,-17,4,0,235
426,2,7,154,15,7,52,1475,126,165,2,1,154
470,17,12,525,11,10,-22,-2847,-174,-205,0,0,525
26,12,12,629,15,7,-7,-135,-32,-154,-4,0,629
354,6,10,648,12,9,0,1275,-5,-15,-2,0,648
130,17,12,333,16,15,-13,-3255,-171,-190,-2,0,130
131,17,14,241,17,15,5,750,38,140,-1,0,131
594,5,12,339,3,12,-3,-2,-24,-70,2,0,339
759,15,17,303,17,7,-7,30,-93,-124,3,0,303
287,12,12,293,0,13,-8,-141,-117,-145,0,0,293
327,1,8,176,12,12,-3,50,90,165,1,0,176
443,12,7,763,17,12,1,72,53,10,-2,0,443
466,17,12,492,2,10,0,90,6,30,0,0,466
288,12,12,775,2,12,2,297,87,120,-3,0,288
698,0,6,443,12,7,5,133,-47,20,1,0,443
124,12,12,154,15,7,4,210,-8,-25,0,0,154
131,17,14,418,2,14,-3,400,-88,-80,-2,-1,131
101,8,13,157,11,7,-1,-553,-119,-175,0,-1,101
768,15,2,136,6,12,12,2255,9,26,5,0,136
1,9,13,54,0,13,-3,-231,3,13,0,0,54
134,11,14,505,13,5,1,-38,-13,-35,-3,0,134
59,12,12,357,14,12,3,14,88,110,-2,0,59
581,12,7,584,15,12,8,110,164,208,0,0,581
184,13,7,324,15,12,8,-220,166,160,-1,0,184
184,13,7,568,12,12,6,140,16,35,-3,0,184
79,17,13,129,17,12,-4,65,-91,-115,0,0,79
540,14,12,428,16,14,0,-8,-9,-20,1,0,540
520,4,7,498,5,16,3,-160,61,20,0,0,498
205,9,7,70,14,12,-5,-535,67,60,1,0,205
372,17,10,554,14,6,0,-21,-212,-312,-2,-1,554
623,14,7,489,12,12,8,-104,62,270,1,0,623
708,2,3,143,17,11,4,1250,119,145,4,1,708
451,3,12,768,15,2,-11,-2280,53,2,-2,0,768
44,6,12,292,0,12,4,84,105,300,-2,0,44
602,0,9,315,0,10,0,18,80,114,2,0,602
762,13,2,652,9,13,16,805,114,200,1,0,762
70,14,12,351,17,12,-7,-735,60,0,-2,0,70
69,14,12,547,14,12,-6,-661,-208,-290,-3,0,69
683,2,12,86,17,14,4,1030,107,170,4,0,683
287,12,12,478,8,12,-5,131,-117,-255,-1,0,478
737,6,12,360,10,12,8,665,119,217,3,0,360
212,14,12,95,17,11,-8,-935,18,50,1,0,212
29,13,12,408,2,12,9,-1036,-89,-132,-2,0,29
472,12,12,180,0,7,2,95,116,217,2,0,472
338,3,12,757,1,14,2,117,1,7,-3,0,338
85,6,12,335,5,14,11,838,119,220,-2,0,85
641,14,12,119,13,12,-2,106,49,0,4,0,119
440,17,12,15,0,12,1,131,70,200,3,0,440
68,17,5,774,15,4,10,483,130,10,-5,0,68
321,5,12,59,12,12,0,544,-107,-203,2,0,59
639,14,12,721,9,5,-13,-890,-181,-240,-1,0,721
641,14,12,730,12,7,7,184,165,212,-1,0,730
209,0,7,26,12,12,5,195,-67,-23,1,0,26
638,14,12,110,3,12,3,-226,49,10,4,0,110
753,4,12,678,0,12,-2,-72,7,36,1,0,678
118,13,12,261,12,12,-6,-745,-104,-150,-1,0,261
699,0,6,48,13,7,0,-90,89,95,4,0,699
282,17,10,698,0,6,-4,-8,70,45,-2,0,698
656,17,12,723,6,12,2,171,22,61,-1,0,723
110,3,12,254,12,12,-2,-46,9,15,-1,0,110
455,15,12,444,12,7,4,776,-45,10,0,0,444
182,0,13,261,12,12,-7,-670,-122,-240,0,0,261
690,12,7,778,16,4,13,380,14,40,-1,0,690
637,14,12,143,17,11,-18,-2020,-50,-145,4,0,143
413,16,14,44,6,12,5,5301,93,95,2,0,44
226,4,12,300,12,7,3,55,6,30,-1,0,300
210,17,10,660,9,16,-6,-1015,-129,-279,-3,0,660
607,9,4,627,17,15,-9,-804,-117,-215,0,0,607
32,3,12,472,12,12,-4,97,49,3,-3,0,472
772,5,7,148,6,12,-1,-35,-9,-25,5,0,772
365,12,7,678,0,12,0,-65,1,5,-2,0,365
204,9,7,26,12,12,-1,-175,-26,-73,1,0,26
182,0,13,526,12,12,-4,-255,-191,-285,-2,0,526
146,17,12,465,3,12,6,251,42,120,-3,0,465
348,17,1,586,15,12,-9,-2392,-171,-210,-2,0,348
146,17,12,778,16,4,8,260,19,55,-5,0,778
765,3,12,313,12,12,-9,-405,-96,-151,3,0,313
73,5,12,371,15,14,-4,-1345,-100,-135,-2,0,371
737,6,12,151,15,17,5,465,4,12,5,0,737
687,1,16,268,15,1,-4,-1320,-98,-110,3,0,687
360,10,12,412,16,14,-5,-1875,-89,-130,0,0,360
42,4,12,780,8,9,-2,-310,51,9,-5,0,42
485,16,14,416,11,12,-13,-1145,-201,-280,1,-1,416
668,14,12,48,13,7,-6,-205,11,30,4,0,48
227,4,12,84,6,12,4,187,76,40,1,0,84
569,1,12,484,13,1,-6,-279,-112,-198,1,0,484
635,12,12,234,1,11,-4,-205,79,40,3,0,234
441,17,16,229,0,16,-1,-335,64,30,2,0,229
354,6,10,761,13,17,14,2127,97,140,-3,0,354
624,8,12,646,11,12,-8,-560,-180,-232,0,0,646
670,8,6,758,1,14,-9,-340,-39,-112,-1,0,758
700,16,5,357,14,12,14,2194,195,250,2,1,700
576,17,12,235,12,12,4,202,108,168,3,0,576
791,7,2,79,17,13,-4,-375,-18,-90,5,0,79
600,5,12,662,16,12,8,0,9,25,0,0,600
248,1,6,683,2,12,-2,-1040,5,15,-3,0,248
169,9,12,627,17,15,6,195,63,30,-3,0,169
292,0,12,79,17,13,-2,-340,5,-130,2,0,79
42,4,12,259,3,12,7,165,145,123,-1,0,259
166,14,12,478,8,12,-5,-4,97,105,-3,0,478
722,6,12,587,14,7,0,73,-4,-6,1,0,587
112,9,14,522,9,12,10,945,2,-5,-3,0,522
304,14,4,389,8,12,-4,-84,-19,-97,0,0,304
562,17,12,453,9,13,-1,100,-87,-102,1,0,453
7,6,7,56,10,12,15,897,187,269,0,0,7
522,9,12,531,11,8,-3,-11,16,45,0,0,531
140,17,12,758,1,14,-6,-370,-129,-282,-5,0,140
23,12,7,198,9,12,11,337,-5,-11,-1,0,23
413,16,14,383,17,12,-46,3880,81,60,0,0,383
105,14,12,397,11,12,-5,-2241,-102,-152,-2,0,397
650,0,12,622,1,5,-6,-241,-108,-173,0,0,650
527,14,5,401,11,17,2,-986,-6,-12,1,0,527
311,9,5,252,10,12,1,-808,-14,-40,1,0,311
343,0,12,171,6,12,-2,-13,9,-5,1,0,343
333,16,15,275,9,12,4,3078,0,0,0,0,275
288,12,12,524,10,7,-15,-100,-32,-90,-1,0,288
614,10,1,455,15,12,-1,-62,61,24,1,0,614
286,1,12,642,17,7,5,315,86,115,-2,0,286
701,15,5,766,3,12,9,2390,93,99,-1,1,766
386,8,12,640,14,12,0,-57,-71,-75,-2,0,386
694,0,16,487,15,12,-2,180,111,194,1,0,694
83,15,10,268,15,1,-6,980,-47,-105,-1,0,268
273,9,12,564,12,12,0,-66,11,55,-2,0,273
605,0,13,36,13,12,4,385,-2,-5,4,0,36
615,6,12,344,0,12,0,198,-88,-85,2,0,615
251,10,12,102,8,13,-10,-70,-159,-170,1,0,102
267,15,10,147,3,12,4,1275,-40,-115,1,0,147
2,9,13,796,15,4,3,42,-128,-195,-5,-1,2
621,1,5,152,15,17,1,3,-1,-7,4,0,152
730,12,7,150,15,17,-1,-58,-15,-77,5,0,730
42,4,12,160,2,12,-5,367,157,183,0,0,42
778,16,4,627,17,15,-10,-780,-8,-25,1,0,778
657,0,3,332,16,15,-8,-1194,-87,-111,2,0,657
445,12,12,777,2,12,-15,-1305,-220,-350,-2,0,777
160,2,12,514,3,16,6,-1767,-181,-235,-3,0,514
422,17,12,389,8,12,37,3370,243,375,0,1,422
316,0,7,241,17,15,2,70,16,76,1,0,316
791,7,2,348,17,1,-3,-128,-12,-60,3,0,348
780,8,9,26,12,12,8,525,21,61,5,0,26
250,17,2,527,14,5,2,1000,10,22,-2,0,250
625,8,12,629,15,7,3,445,-8,-84,0,0,629
40,13,10,365,12,7,10,608,165,195,-2,0,365
679,0,12,501,10,12,-12,-2747,-11,-30,1,0,679
651,0,16,349,17,1,-8,-558,12,35,2,0,349
111,9,14,707,2,6,-28,-3275,-241,-355,-4,-1,707
524,10,7,167,9,12,11,361,115,192,2,0,524
212,14,12,666,3,12,-12,-540,-48,10,-3,0,212
607,9,4,76,9,13,-4,-34,-4,-20,4,0,76
457,15,16,356,6,12,8,691,8,25,1,0,457
580,12,7,614,10,1,-9,-813,-109,-161,0,0,614
69,14,12,586,15,12,-8,-2405,-170,-205,-4,0,586
615,6,12,539,14,12,3,372,-198,-265,1,-1,539
530,8,12,173,17,12,16,971,173,211,2,0,530
561,17,12,259,3,12,-1,-176,-10,-52,3,0,259
6,6,12,300,12,7,8,167,88,135,-2,0,300
87,17,14,211,17,10,2,35,21,60,-1,0,211
636,14,12,94,17,12,-7,-842,-7,-35,4,0,94
55,0,13,667,14,12,10,35,91,115,-4,0,55
486,16,14,598,17,10,-2,1250,-54,-9,-1,0,598
6,6,12,15,0,12,4,91,70,200,0,0,6
628,15,7,265,17,12,-15,-1775,-190,-179,3,-1,265
377,10,14,21,12,7,12,1062,125,249,2,0,377
60,17,12,726,17,12,2,87,-78,-85,-5,0,726
19,0,13,295,17,9,-2,-30,59,55,-2,0,19
353,6,10,550,1,12,-8,-265,-209,-295,-1,-1,550
95,17,11,467,17,12,6,865,-7,-20,-3,0,467
245,17,7,481,12,12,11,1762,12,13,-2,0,481
174,17,12,188,4,12,8,220,98,187,0,0,174
116,5,12,218,14,12,1,217,17,50,-1,0,116
232,0,5,437,6,5,6,320,33,95,-2,0,232
126,17,12,209,0,7,-8,-300,-19,-95,-1,0,209
200,17,4,524,10,7,-12,-140,10,-90,-2,0,524
190,4,12,195,3,12,-5,-118,-79,-120,0,0,195
698,0,6,118,13,12,5,278,4,20,4,0,698
50,9,13,64,6,12,1,-104,68,45,0,0,64
448,0,12,97,13,12,-2,-45,-41,-116,3,0,448
401,11,17,262,12,12,-1,1038,-369,-10,1,0,401
255,12,12,152,15,17,7,465,17,-105,1,0,255
403,17,12,642,17,7,12,215,109,180,-2,0,642
360,10,12,362,10,2,-13,-670,-176,-230,0,0,362
510,9,11,362,10,2,-10,-315,-167,-186,1,0,362
724,6,14,412,16,14,3,-1635,93,114,3,0,724
141,17,7,789,11,12,55,1355,128,236,-5,0,141
392,14,12,585,15,12,-3,-1010,22,35,-2,0,585
70,14,12,691,1,7,8,475,66,30,-4,0,691
424,10,12,440,17,12,27,9270,160,265,-1,1,424
530,8,12,673,2,12,12,706,92,115,-1,0,673
87,17,14,746,14,12,13,750,101,135,-5,0,746
293,0,13,274,9,12,3,100,31,-20,0,0,274
339,3,12,332,16,15,6,-798,15,45,0,0,339
3,9,13,669,8,6,17,969,181,250,-4,0,3
189,12,4,391,9,7,-17,-990,-119,-250,-1,0,391
39,13,12,302,17,7,3,100,74,95,-2,0,302
602,0,9,75,5,12,-11,-1227,-94,-125,4,0,75
39,13,12,179,12,7,-7,-213,-30,-77,-1,0,179
749,16,8,467,17,12,-3,-315,-108,-170,2,0,467
89,3,16,755,4,12,-1,25,-3,-16,-5,0,755
632,1,12,22,12,7,-4,-175,-56,-19,4,0,22
349,17,1,599,5,12,5,333,-2,-5,-2,0,349
170,6,12,235,12,12,-1,-9,-4,-21,0,0,170
775,2,12,323,12,4,1,8,22,110,3,0,775
317,0,8,665,3,12,-4,-208,-59,-169,-2,0,665
675,11,12,376,10,14,0,-130,1,5,2,0,376
485,16,14,294,17,9,0,579,16,80,1,0,294
127,17,12,81,15,10,8,50,94,140,0,0,127
319,12,12,451,3,12,-4,-15,-109,-163,-1,0,451
362,10,2,667,14,12,15,730,167,185,-2,0,362
418,2,14,170,6,12,9,321,208,291,1,1,418
5,6,12,763,17,12,1,2,-4,-21,-5,0,5
180,0,7,181,0,7,-4,-248,-84,-125,0,0,181
130,17,12,641,14,12,-2,144,-153,-150,-4,0,641
707,2,6,152,15,17,27,3185,235,325,4,1,707
379,15,9,3,9,13,-5,-396,-63,-30,2,0,3
598,17,10,756,4,12,7,570,61,29,-1,0,598
159,6,7,462,0,7,11,367,113,156,-3,1,159
438,6,5,282,17,10,5,270,98,129,1,0,438
778,16,4,312,12,12,-6,-210,109,190,3,0,778
428,16,14,760,15,17,-10,-949,95,100,-3,1,428
5,6,12,443,12,7,0,-70,-57,-31,-3,0,443
48,13,7,451,3,12,2,130,-76,-68,-3,0,48
681,5,12,590,10,16,2,-204,-108,-158,0,0,590
300,12,7,598,17,10,-12,-597,-175,-239,-2,0,300
281,17,12,441,17,16,-13,-769,-177,-220,-1,0,441
548,17,12,313,12,12,-10,-434,62,40,1,0,313
311,9,5,657,0,3,11,386,97,141,-2,0,311
298,9,1,104,15,10,-78,-1820,42,-45,2,0,104
62,5,12,758,1,14,-10,-190,-108,-177,-5,0,758
160,2,12,275,9,12,1,-489,-179,-230,-2,0,275
111,9,14,519,6,12,-12,-655,-178,-215,-3,0,519
177,12,12,447,0,12,15,303,106,221,-2,0,177
31,3,12,231,0,15,-2,-145,-65,-185,-1,0,31
290,0,12,329,16,4,0,-15,-61,-175,0,0,329
346,13,12,793,4,12,-26,-2047,-246,-378,-3,-1,793
634,12,12,278,6,5,-5,-137,-82,-105,2,0,634
679,0,12,621,1,5,2,135,103,147,0,0,679
762,13,2,687,1,16,2,115,1,4,1,0,687
654,17,8,178,12,7,5,118,15,73,3,0,178
313,12,12,469,9,12,9,372,-4,-10,-1,0,313
94,17,12,654,17,8,-1,570,-2,-10,-4,0,654
453,9,13,660,9,16,-1,-955,61,26,-1,0,660
23,12,7,31,3,12,11,335,104,159,0,0,23
730,12,7,571,9,12,-3,-88,-7,-38,1,0,571
75,5,12,141,17,7,-49,-1050,38,-35,0,0,141
105,14,12,596,17,12,5,279,7,34,-4,0,596
648,12,9,380,15,0,12,800,95,120,2,0,648
152,15,17,265,17,12,-15,-1755,-190,-225,-1,-1,265
111,9,14,221,0,16,-8,-1233,-98,-140,-1,0,221
524,10,7,211,17,10,6,-325,28,80,2,0,524
692,1,7,595,5,12,-2,-475,-48,5,0,0,595
542,17,2,302,17,7,36,3265,252,410,1,1,542
130,17,12,65,6,12,-11,-1205,-126,-215,0,0,65
590,10,16,406,17,12,1,317,62,178,2,0,406
207,9,12,314,12,12,-17,-1287,-216,-490,-1,0,314
10,17,12,562,17,12,-3,-155,-82,-99,-4,0,562
263,3,12,522,9,12,9,1525,77,55,-2,1,263
161,2,12,635,12,12,35,90,-18,-50,-4,0,635
651,0,16,141,17,7,-55,-2020,-16,-45,4,0,141
453,9,13,198,9,12,5,87,11,25,2,0,453
231,0,15,636,14,12,2,147,119,215,-3,0,636
232,0,5,245,17,7,-6,-1660,5,35,0,0,232
650,0,12,763,17,12,0,-24,-3,-15,-1,0,650
288,12,12,18,0,13,-1,225,75,215,2,0,288
413,16,14,603,0,9,4,5295,45,100,-2,0,603
643,17,7,359,12,12,2,192,40,113,2,0,643
268,15,1,362,10,2,0,1200,36,80,-1,0,362
542,17,2,753,4,12,40,3355,238,339,-2,1,542
287,12,12,182,0,13,-1,90,6,-10,1,0,287
434,9,12,615,6,12,5,595,79,90,-1,0,615
295,17,9,344,0,12,6,148,-32,-60,0,0,344
50,9,13,309,0,7,0,50,-21,-19,-2,0,309
163,14,12,508,17,12,8,980,145,220,-3,1,163
74,5,12,259,3,12,9,470,70,45,-1,0,259
244,11,7,290,0,12,3,60,44,125,-1,0,244
708,2,3,572,9,12,18,3145,132,182,0,1,572
400,11,17,177,12,12,-7,551,-1,-5,1,0,177
519,6,12,190,4,12,13,665,194,295,2,0,519
672,2,12,470,17,12,3,117,-1,-5,1,0,672
326,12,12,85,6,12,-6,-624,-35,-120,2,0,85
107,17,12,690,12,7,-11,-345,-114,-185,-4,0,690
371,15,14,393,1,12,0,1070,-2,-25,0,0,393
397,11,12,224,16,10,-77,-1435,-11,-30,1,0,397
240,11,10,412,16,14,-1,-1467,11,30,-1,0,412
201,15,12,153,15,17,-1,-25,-29,-85,1,0,153
760,15,17,151,15,17,3,610,2,5,5,0,760
778,16,4,476,12,12,-10,-303,-3,-10,2,0,476
192,14,7,600,5,12,-12,-490,-99,-145,-3,0,600
182,0,13,82,15,10,-5,-965,-87,-140,1,0,82
606,0,13,670,8,6,19,1875,88,115,0,0,606
450,3,12,156,12,12,-12,-4295,-62,-177,3,0,450
346,13,12,610,9,12,-7,-60,-108,-178,-2,0,610
449,3,12,744,5,1,-16,-1265,-120,-232,-2,0,744
11,17,12,360,10,12,3,75,84,115,-2,0,11
434,9,12,21,12,7,8,952,92,154,3,0,21
725,17,12,248,1,6,-11,-280,-112,-186,4,0,248
216,8,12,346,13,12,3,-93,27,133,-1,0,216
446,12,17,665,3,12,-2,95,2,5,-1,0,446
319,12,12,585,15,12,1,-615,-11,-30,-2,0,319
725,17,12,481,12,12,-7,-368,-95,-138,2,0,481
308,0,17,741,9,12,-4,-293,-16,-81,-3,0,308
5,6,12,575,17,12,0,-50,-1,-7,-4,0,5
312,12,12,85,6,12,-9,-710,-119,-220,2,0,85
215,17,14,767,15,2,12,535,100,128,-4,0,767
371,15,14,127,17,12,0,1290,7,0,2,0,127
264,6,12,130,17,12,13,1635,193,240,1,1,264
304,14,4,514,3,16,-8,-1734,-201,-337,-1,0,514
579,12,7,525,11,10,-22,-2889,-186,-266,1,0,579
40,13,10,312,12,12,6,380,171,225,-2,0,40
633,1,12,598,17,10,1,191,-50,1,0,0,633
718,0,16,584,15,12,11,645,214,320,0,0,718
177,12,12,373,17,10,9,89,-19,-53,-1,0,177
272,14,9,582,3,12,-2,-248,211,305,-3,0,272
56,10,12,205,9,7,-6,-22,-154,-195,-1,0,205
728,12,12,117,12,12,-8,-605,-30,-148,5,0,728
413,16,14,254,12,12,2,4788,107,135,1,0,254
22,12,7,211,17,10,-3,-450,-29,-81,-1,0,22
659,9,16,131,17,14,-5,-612,-121,-215,4,0,659
257,5,12,84,6,12,4,180,77,45,1,0,84
623,14,7,674,2,12,-4,-915,-71,-50,0,0,674
777,2,12,728,12,12,16,1455,223,363,0,0,777
253,12,12,327,1,8,1,215,47,135,-1,0,327
75,5,12,123,9,12,6,950,140,70,0,0,123
290,0,12,468,9,12,2,67,17,-70,-1,0,468
638,14,12,393,1,12,3,-30,58,25,2,0,393
646,11,12,196,3,12,-1,-40,11,25,3,0,646
207,9,12,409,2,7,-12,-1008,-234,-420,-1,0,409
223,10,7,606,0,13,-14,-1357,-132,-55,-3,0,606
316,0,7,692,1,7,-4,-275,-19,-54,-2,0,316
790,11,12,449,3,12,15,4955,127,251,2,0,449
82,15,10,756,4,12,2,1000,-31,-90,-5,0,756
82,15,10,143,17,11,-15,-1150,-50,-145,0,0,143
335,5,14,650,0,12,1,53,-7,-35,-2,0,650
661,16,12,39,13,12,-6,15,-68,-65,4,0,661
382,17,12,496,12,12,0,-976,-38,-190,-1,0,496
351,17,12,136,6,12,7,855,-93,-95,2,0,136
666,3,12,434,9,12,10,-165,90,110,1,0,666
626,17,15,672,2,12,1,-15,7,35,0,0,672
687,1,16,59,12,12,6,380,18,50,4,0,59
331,16,15,173,17,12,-2,505,3,16,1,0,173
476,12,12,104,15,10,-76,-1767,91,95,3,0,476
390,8,12,402,17,12,12,-219,90,110,0,0,402
304,14,4,539,14,12,1,63,-221,-382,-1,-1,539
409,2,7,589,10,12,12,941,204,272,-2,0,409
728,12,12,543,6,16,-13,-4250,-223,-363,2,-1,543
599,5,12,381,15,0,-2,-127,-10,-30,2,0,381
790,11,12,610,9,12,9,4887,12,34,1,0,790
309,0,7,5,6,12,2,-49,97,105,2,0,5
344,0,12,48,13,7,-10,-373,-8,-55,2,0,48
277,6,12,106,14,12,-12,-731,-107,-173,2,0,106
674,2,12,179,12,7,2,647,85,98,3,0,674
365,12,7,739,4,12,2,3,-68,-61,-3,0,739
724,6,14,384,12,12,12,382,93,114,3,0,724
201,15,12,774,15,4,9,323,44,-90,-4,0,774
662,16,12,673,2,12,-4,150,10,30,0,0,673
420,2,14,82,15,10,10,-450,133,210,2,1,420
202,17,12,504,13,5,4,109,165,200,-2,0,202
538,14,12,228,17,13,-2,-36,173,150,2,1,538
593,5,12,205,9,7,-2,95,-146,-155,3,0,205
310,9,12,216,8,12,-3,35,-28,-140,1,0,216
634,12,12,372,17,10,0,39,2,12,2,0,634
170,6,12,619,0,15,2,-66,-3,-16,-3,0,170
258,11,14,601,0,9,1,35,-1,-5,-3,0,258
339,3,12,619,0,15,12,257,101,150,-2,0,339
380,15,0,64,6,12,0,-65,1,5,2,0,380
601,0,9,34,10,12,-7,-270,-96,-140,4,0,34
391,9,7,226,4,12,14,922,101,160,1,0,391
89,3,16,283,17,10,-12,-759,-176,-210,-2,0,283
735,0,7,218,14,12,-1,-115,43,6,4,0,735
395,14,12,626,17,15,-1,-25,-19,-95,-2,0,395
463,0,7,515,12,12,-14,-1345,-131,-271,0,0,463
22,12,7,52,0,9,8,246,65,64,0,0,22
620,0,15,49,9,13,9,1946,106,155,4,0,620
440,17,12,186,17,3,-4,5,-19,-55,2,0,186
193,14,7,498,5,16,3,-390,-19,-55,-2,0,193
146,17,12,171,6,12,1,100,42,120,-1,0,171
575,17,12,711,2,11,-24,-3115,-234,-344,0,-1,711
159,6,7,589,10,12,17,515,195,252,-4,1,159
315,0,10,137,0,12,-10,-495,-122,-234,2,0,137
62,5,12,94,17,12,-6,-620,-4,-20,0,0,62
643,17,7,305,14,4,5,40,69,195,2,0,643
650,0,12,473,8,7,1,47,-7,-33,1,0,473
299,9,1,643,17,7,0,354,50,7,-2,0,643
637,14,12,446,12,17,-3,-135,-7,-20,1,0,446
453,9,13,278,6,5,0,-50,90,110,1,0,453
143,17,11,609,9,12,20,2134,131,255,-4,0,143
310,9,12,223,10,7,-7,-603,-27,-135,1,0,223
380,15,0,450,3,12,-2,-180,-56,-8,-1,0,380
220,0,12,266,15,10,0,-648,-2,-10,0,0,266
145,12,12,205,9,7,-5,35,-142,-135,-1,0,205
395,14,12,92,12,7,-8,-252,-10,-50,2,0,92
356,6,12,309,0,7,-3,768,6,56,0,0,356
609,9,12,482,14,12,3,60,-1,-5,1,0,482
792,7,2,718,0,16,0,25,-83,-65,1,0,792
702,9,5,680,10,3,13,1890,96,109,0,1,702
190,4,12,371,15,14,-9,-1525,-112,-195,-1,0,371
663,16,12,47,13,7,-2,735,185,275,4,0,663
568,12,12,56,10,12,10,602,172,235,4,0,56
129,17,12,443,12,7,7,235,39,110,-3,0,443
678,0,12,776,2,12,-4,-98,-97,-147,-1,0,776
2,9,13,733,0,12,7,105,102,205,-5,0,2
698,0,6,615,6,12,5,-87,9,45,0,0,698
157,11,7,298,9,1,7,274,142,240,-2,1,157
635,12,12,662,16,12,-1,-435,11,30,0,0,635
633,1,12,379,15,9,1,207,6,15,2,0,633
145,12,12,625,8,12,-14,-700,-104,-158,-4,0,625
510,9,11,338,3,12,4,353,8,39,1,0,338
202,17,12,49,9,13,6,285,161,180,1,0,202
169,9,12,764,17,12,5,652,136,25,-4,0,169
439,17,12,107,17,12,0,-13,-2,-11,3,0,107
288,12,12,560,6,5,-11,-1175,-91,-108,-2,0,288
440,17,12,762,13,2,-10,-585,-31,-89,-2,0,440
586,15,12,745,12,12,5,2320,67,43,-1,0,586
558,6,12,613,10,1,-5,-235,-61,-43,0,0,613
626,17,15,557,9,12,-26,-465,-167,-173,0,0,557
750,16,8,675,11,12,3,-40,96,143,1,0,675
370,15,14,25,12,12,7,1645,110,187,2,0,25
582,3,12,332,16,15,-1,-902,-92,-135,2,0,582
294,17,9,664,3,12,3,23,-11,-55,-2,0,664
23,12,7,613,10,1,5,61,93,128,-4,0,23
371,15,14,190,4,12,9,1525,112,195,1,0,371
370,15,14,586,15,12,-7,-920,-71,-75,-2,0,586
682,5,12,296,17,9,-1,-195,-37,30,2,0,682
205,9,7,309,0,7,0,-6,48,46,-1,0,205
445,12,12,661,16,12,2,-10,-10,-50,-1,0,445
453,9,13,392,14,12,3,135,73,90,1,0,453
49,9,13,301,12,7,-2,-144,-95,-110,-2,0,301
645,11,12,648,12,9,-8,-515,-28,-80,0,0,648
265,17,12,215,17,14,0,1075,89,90,0,1,265
568,12,12,742,9,12,-5,-300,39,-31,-1,0,568
224,16,10,295,17,9,80,3675,60,170,-1,0,295
266,15,10,352,17,12,-139,-3260,-115,-200,-1,0,352
18,0,13,148,6,12,-3,-150,-112,-320,0,0,148
493,2,10,196,3,12,0,-55,-86,-100,2,0,493
68,17,5,451,3,12,-1,120,-5,-13,-3,0,451
405,17,15,89,3,16,7,174,105,160,2,0,405
25,12,12,39,13,12,-6,-160,-77,-112,0,0,25
274,9,12,84,6,12,-1,-84,60,-5,2,0,274
642,17,7,395,14,12,-1,-85,9,45,2,0,642
619,0,15,40,13,10,-11,-475,-162,-180,4,0,40
514,3,16,163,14,12,-8,580,-65,-145,3,-1,163
561,17,12,86,17,14,-7,-301,-1,-7,4,0,561
766,3,12,76,9,13,3,170,108,181,5,0,766
593,5,12,687,1,16,-10,-575,-111,-185,0,0,687
428,16,14,161,2,12,-37,-154,123,180,2,1,428
403,17,12,763,17,12,12,187,104,155,-3,0,403
685,10,8,241,17,15,22,3250,25,103,3,0,685
561,17,12,594,5,12,-7,-341,-80,-97,0,0,561
240,11,10,286,1,12,1,188,11,30,-1,0,286
667,14,12,602,0,9,0,17,-66,-45,0,0,602
171,6,12,372,17,10,5,171,84,117,-1,0,171
131,17,14,684,10,8,1,-120,121,217,-4,0,131
454,15,12,435,9,10,-13,-2785,-166,-175,0,0,454
349,17,1,449,3,12,13,793,108,197,-1,0,349
727,17,1,515,12,12,-2,-1000,59,15,2,0,727
508,17,12,54,0,13,2,-60,100,155,3,0,508
397,11,12,796,15,4,8,2477,-102,-120,-3,-1,397
761,13,17,463,0,7,2,18,15,76,2,0,761
376,10,14,790,11,12,-15,-4835,-120,-214,-3,0,790
29,13,12,174,17,12,9,-181,-84,-117,-1,0,174
729,12,10,453,9,13,1,279,-84,-92,2,0,453
247,1,6,780,8,9,-9,-602,-100,-144,-4,0,247
541,16,2,627,17,15,42,6020,133,185,-1,1,541
14,0,12,84,6,12,-7,-271,-43,-215,0,0,84
514,3,16,348,17,1,4,1592,180,230,1,0,348
181,0,7,517,9,12,-6,-930,-50,-145,-2,0,181
654,17,8,647,12,9,6,135,0,0,0,0,647
464,0,7,373,17,10,3,149,2,6,1,0,373
438,6,5,114,10,12,2,100,91,109,3,0,438
510,9,11,22,12,7,-1,205,-55,-15,3,0,22
120,10,15,158,3,7,-6,624,-192,-235,0,-1,120
598,17,10,595,5,12,1,-250,2,4,0,0,598
667,14,12,726,17,12,-1,-19,-75,-70,-1,0,726
