First_pokemon_id,Second_pokemon_id,Winner,Type 1_first,Type 2_first,HP_first,Attack_first,Defense_first,Sp. Atk_first,Sp. Def_first,Speed_first,Generation_first,Legendary_first,height_first,weight_first,base_experience_first,Type 1_second,Type 2_second,HP_second,Attack_second,Defense_second,Sp. Atk_second,Sp. Def_second,Speed_second,Generation_second,Legendary_second,height_second,weight_second,base_experience_second
50,136,136,9,13,60,65,70,85,75,40,1,0,8,86,138,6,12,65,95,57,100,85,93,1,0,13,445,173
571,227,571,9,12,50,53,48,53,48,64,5,0,6,105,63,4,12,90,120,75,60,60,45,2,0,14,487,158
229,82,229,0,16,70,130,100,55,80,65,2,0,18,1180,175,15,10,55,95,115,45,45,35,1,0,10,1050,137
723,339,339,6,12,59,59,58,90,70,73,6,0,10,145,143,3,12,70,75,60,105,60,105,3,0,15,402,166
381,661,381,15,0,75,125,100,70,80,45,3,0,15,682,173,16,12,40,55,70,45,60,30,5,0,3,210,60
415,608,608,15,12,80,100,200,50,100,50,3,1,17,2300,261,9,4,60,67,85,77,75,116,5,0,7,66,168
60,768,768,17,12,50,52,48,65,50,55,1,0,8,196,64,15,2,82,121,119,69,59,71,6,0,25,2700,182
54,682,682,0,13,60,55,50,40,55,45,1,0,10,300,61,5,12,65,125,60,95,60,105,5,0,14,355,179
764,213,213,17,12,71,73,88,120,89,59,6,0,13,353,100,1,12,95,65,110,60,130,65,2,0,10,270,184
631,666,631,13,12,80,95,82,60,82,75,5,0,19,1073,166,3,12,85,115,80,105,80,50,5,0,21,805,232
575,666,575,17,12,50,53,48,53,48,64,5,0,6,135,63,3,12,85,115,80,105,80,50,5,0,21,805,232
771,368,368,4,12,95,65,65,110,130,60,6,0,10,235,184,12,12,73,115,60,60,60,90,3,0,13,403,160
575,502,502,17,12,50,53,48,53,48,64,5,0,6,135,63,13,0,40,50,90,30,55,65,4,0,8,120,66
378,282,282,15,9,66,41,77,61,87,23,3,0,10,238,71,17,10,70,85,70,60,70,50,3,0,7,280,142
361,476,476,10,2,50,70,50,50,50,70,3,0,11,153,119,12,12,65,76,84,54,96,105,4,0,12,333,168
719,374,719,9,12,56,61,65,48,45,38,6,0,4,90,63,17,12,43,80,65,50,35,35,3,0,6,115,62
768,86,768,15,2,82,121,119,69,59,71,6,0,25,2700,182,17,14,90,65,65,40,40,15,1,0,12,360,63
412,176,412,16,14,60,75,100,55,80,50,3,0,12,2025,147,12,12,35,46,34,35,45,20,2,0,8,60,43
54,730,730,0,13,60,55,50,40,55,45,1,0,10,300,61,12,7,45,50,43,40,38,62,6,0,3,17,56
522,216,522,9,12,65,110,130,60,65,95,4,0,10,255,184,8,12,60,60,60,85,85,85,2,0,7,10,87
458,210,458,0,12,40,29,45,29,45,36,4,0,2,34,45,17,10,55,45,45,25,25,15,2,0,4,85,42
107,570,570,17,12,30,105,90,25,25,50,1,0,4,65,65,1,12,64,88,50,88,50,106,5,0,11,375,156
270,161,270,14,7,106,90,130,90,154,110,2,1,52,2160,306,2,12,61,84,65,70,70,70,1,0,40,165,147
193,244,193,14,7,65,75,70,95,70,95,2,0,15,150,165,11,7,45,55,45,65,45,75,2,0,9,160,116
327,204,204,1,8,50,75,75,65,65,50,3,0,5,110,133,9,7,55,45,50,45,65,80,2,0,6,10,119
258,647,647,11,14,45,30,15,85,65,65,2,0,4,60,61,12,9,60,60,50,40,50,75,5,0,6,195,67
210,87,87,17,10,55,45,45,25,25,15,2,0,4,85,42,17,14,95,75,110,100,80,30,1,0,16,785,172
341,309,341,3,12,60,50,40,85,75,95,3,0,4,42,142,0,7,70,60,62,80,82,60,3,0,8,36,159
372,745,745,17,10,50,48,43,46,41,60,3,0,4,19,58,12,12,75,80,60,65,90,102,6,0,12,280,165
517,289,517,9,12,100,100,125,110,50,50,4,0,20,1286,187,0,12,45,45,35,20,30,20,3,0,3,36,56
243,725,725,17,12,75,105,75,105,75,45,2,0,9,285,168,17,12,41,56,40,62,44,71,6,0,3,70,63
649,582,649,3,7,55,75,60,75,60,103,5,0,4,50,150,3,12,45,60,32,50,32,76,5,0,8,298,59
147,469,147,3,12,65,65,60,110,95,130,1,0,8,245,184,9,12,70,60,70,87,78,85,4,0,5,93,158
160,86,160,2,12,41,64,45,50,50,50,1,0,18,33,60,17,14,90,65,65,40,40,15,1,0,12,360,63
159,386,159,6,7,90,100,90,125,85,90,1,1,20,600,261,8,12,44,75,35,63,33,45,3,0,6,23,59
527,366,366,14,5,68,125,65,65,115,80,4,0,16,520,233,2,7,75,70,90,70,105,80,3,0,11,206,172
325,94,325,12,12,50,45,45,35,35,50,3,0,6,110,52,17,12,65,45,55,45,70,45,1,0,11,900,65
676,452,452,11,12,95,110,80,70,80,50,5,0,26,2600,177,9,13,40,30,35,50,70,55,4,0,2,12,56
317,702,317,0,8,1,90,45,30,30,40,3,0,8,12,83,9,5,91,90,72,90,129,108,5,1,20,2000,261
17,447,17,0,13,40,35,30,20,20,50,1,0,3,32,39,0,12,37,25,41,25,41,25,4,0,3,22,39
359,353,359,12,12,60,60,60,60,60,60,3,0,11,50,126,6,10,60,60,40,65,45,35,3,0,7,240,61
159,577,159,6,7,90,100,90,125,85,90,1,1,20,600,261,14,12,76,25,45,67,55,24,5,0,6,233,58
353,586,353,6,10,60,60,40,65,45,35,3,0,7,240,61,15,12,85,135,130,60,80,25,5,0,17,2600,232
645,298,298,11,12,51,65,65,80,75,59,5,0,11,410,138,9,1,70,70,40,60,40,60,3,0,10,280,119
750,436,436,16,8,59,110,150,45,49,35,6,0,8,45,157,6,12,44,58,44,58,44,61,4,0,5,62,62
341,304,341,3,12,60,50,40,85,75,95,3,0,4,42,142,14,4,28,25,25,45,35,40,3,0,4,66,40
80,502,80,17,13,80,70,65,80,120,100,1,0,16,550,180,13,0,40,50,90,30,55,65,4,0,8,120,66
724,445,724,6,14,75,69,72,114,100,104,6,0,15,390,240,12,12,59,45,40,35,40,31,4,0,5,200,50
332,543,543,16,15,60,90,140,50,50,40,3,0,9,1200,151,6,16,91,90,106,130,106,77,4,1,17,4300,270
110,41,110,3,12,60,50,70,80,80,140,1,0,12,666,172,4,12,70,45,48,60,65,35,1,0,6,75,113
598,294,598,17,10,105,95,75,85,75,74,5,0,15,620,229,17,9,40,30,30,40,50,30,3,0,5,26,44
446,382,382,12,17,79,85,60,55,60,71,4,0,10,315,144,17,12,20,15,20,10,55,80,3,0,6,74,40
402,578,402,17,12,35,64,85,74,55,32,3,0,4,525,69,14,12,116,55,85,107,95,29,5,0,11,605,170
326,231,326,12,12,70,65,65,55,55,70,3,0,11,326,140,0,15,20,10,230,10,230,5,2,0,6,205,177
361,250,250,10,2,50,70,50,50,50,70,3,0,11,153,119,17,2,75,95,95,95,95,85,2,0,18,1520,243
68,245,245,17,5,90,95,95,70,90,70,1,0,13,540,230,17,7,65,40,70,80,140,70,2,0,21,2200,170
252,482,252,10,12,90,120,120,60,60,50,2,0,11,1200,175,14,12,45,30,50,65,50,45,4,0,2,6,57
277,295,295,6,12,45,60,40,70,50,45,3,0,4,25,62,17,9,60,50,50,60,70,50,3,0,12,325,119
353,796,796,6,10,60,60,40,65,45,35,3,0,7,240,61,15,4,50,100,150,100,150,50,6,1,7,88,270
463,587,587,0,7,30,30,42,30,42,70,4,0,3,55,49,14,7,55,45,43,55,43,72,5,0,4,21,65
724,700,700,6,14,75,69,72,114,100,104,6,0,15,390,240,16,5,91,90,129,90,72,108,5,1,21,2500,261
205,333,333,9,7,75,55,70,55,95,110,2,0,8,30,207,16,15,70,110,180,60,60,50,3,0,21,3600,239
391,261,261,9,7,99,68,83,72,87,51,3,0,20,1000,161,12,12,95,80,105,40,70,100,2,0,12,755,172
465,774,465,3,12,60,45,70,45,90,95,4,0,4,39,142,15,4,50,50,150,50,150,50,6,0,3,57,100
442,481,481,12,7,40,55,30,30,30,60,4,0,3,20,49,12,12,71,82,64,64,59,112,4,0,10,438,158
694,417,694,0,16,58,109,112,48,48,109,5,0,3,330,169,16,12,80,75,150,75,150,50,3,1,19,2050,261
440,387,387,17,12,64,66,68,81,76,50,4,0,8,230,142,8,12,64,115,65,83,63,65,3,0,11,125,159
324,595,595,15,12,30,45,135,45,90,30,3,0,10,970,75,5,12,105,140,95,55,65,45,5,0,14,870,227
457,789,457,15,16,60,52,168,47,138,30,4,0,13,1495,173,11,12,55,69,85,32,35,28,6,0,10,995,61
471,437,437,17,10,111,83,68,92,82,39,4,0,9,299,166,6,5,64,78,52,78,52,81,4,0,9,220,142
204,357,204,9,7,55,45,50,45,65,80,2,0,6,10,119,14,12,60,25,35,70,80,60,3,0,7,306,66
463,437,437,0,7,30,30,42,30,42,70,4,0,3,55,49,6,5,64,78,52,78,52,81,4,0,9,220,142
295,457,295,17,9,60,50,50,60,70,50,3,0,12,325,119,15,16,60,52,168,47,138,30,4,0,13,1495,173
764,226,764,17,12,71,73,88,120,89,59,6,0,13,353,100,4,12,60,80,50,40,40,30,2,0,6,78,60
361,292,361,10,2,50,70,50,50,50,70,3,0,11,153,119,0,12,50,35,55,25,25,15,3,0,7,115,72
199,263,263,17,4,70,20,50,20,50,40,2,0,4,85,88,3,12,90,85,75,115,100,115,2,1,19,1780,261
265,321,265,17,12,100,75,115,90,115,85,2,1,20,1870,261,5,12,72,60,30,20,30,25,3,0,10,864,47
434,108,108,9,12,75,89,85,55,65,36,4,0,11,970,142,17,12,55,130,115,50,50,75,1,0,13,600,166
501,93,93,10,12,108,112,118,68,72,47,4,0,20,3000,184,12,7,60,110,70,60,60,100,1,0,18,852,165
441,348,348,17,16,84,86,88,111,101,60,4,0,17,845,239,17,1,45,90,20,65,20,65,3,0,8,208,61
513,157,513,1,11,70,120,65,45,85,125,4,0,11,340,179,11,7,90,85,100,95,125,85,1,1,17,554,261
550,25,550,1,12,70,90,90,135,90,125,4,1,15,505,270,12,12,30,56,35,25,35,72,1,0,3,35,51
182,661,661,0,13,40,60,40,40,40,30,2,0,5,85,50,16,12,40,55,70,45,60,30,5,0,3,210,60
501,758,758,10,12,108,112,118,68,72,47,4,0,20,3000,184,1,14,86,92,88,68,75,73,6,0,15,470,169
28,369,28,12,7,65,90,65,61,61,100,1,0,12,380,155,13,12,73,100,60,100,60,65,3,0,27,525,160
119,400,119,13,12,65,90,120,85,70,60,1,0,12,95,172,11,17,90,60,70,75,70,45,3,0,11,876,144
538,505,538,14,12,75,75,130,75,130,95,4,1,3,3,261,13,5,83,106,65,86,65,85,4,0,13,444,172
175,139,139,17,12,85,105,100,79,83,78,2,0,23,888,239,12,12,75,100,95,40,70,110,1,0,14,884,172
369,411,411,13,12,73,100,60,100,60,65,3,0,27,525,160,16,14,40,55,80,35,60,30,3,0,6,952,60
620,451,451,0,15,70,95,125,65,75,45,5,0,14,2000,170,3,12,80,120,79,95,79,70,4,0,14,420,235
424,351,424,10,12,100,150,140,100,90,90,3,1,35,9500,302,17,12,130,70,35,70,35,60,3,0,20,1300,80
87,55,55,17,14,95,75,110,100,80,30,1,0,16,785,172,0,13,70,65,60,90,75,90,1,0,15,125,158
305,89,305,14,4,38,35,35,65,55,50,3,0,8,202,97,3,16,25,35,70,95,55,45,1,0,3,60,65
566,17,566,12,12,45,60,45,25,45,55,5,0,4,41,55,0,13,40,35,30,20,20,50,1,0,3,32,39
450,480,480,3,12,60,85,49,60,49,60,4,0,9,305,127,12,12,49,55,42,42,37,85,4,0,5,39,62
609,400,400,9,12,45,35,50,70,50,30,5,0,5,66,56,11,17,90,60,70,75,70,45,3,0,11,876,144
58,525,58,12,12,40,45,35,40,40,90,1,0,4,42,58,11,10,110,130,80,70,60,80,4,0,25,2910,239
198,700,700,9,12,75,80,95,90,100,50,2,0,4,58,221,16,5,91,90,129,90,72,108,5,1,21,2500,261
117,762,762,12,12,90,55,75,60,75,30,1,0,12,655,77,13,2,65,75,90,97,123,44,6,0,18,815,173
518,40,518,3,12,75,123,67,95,85,95,4,0,18,1386,243,13,10,81,102,77,85,75,85,1,0,14,620,227
597,407,597,17,10,75,65,55,65,55,69,5,0,8,170,134,2,12,45,75,60,40,30,50,3,0,6,421,60
584,18,584,15,12,55,75,85,25,25,15,5,0,4,180,56,0,13,45,25,50,25,25,35,1,0,6,100,72
688,124,124,12,12,95,110,95,40,95,55,5,0,16,946,172,12,12,105,95,80,40,80,90,1,0,22,800,172
182,365,365,0,13,40,60,40,40,40,30,2,0,5,85,50,12,7,45,40,60,40,75,50,3,0,4,12,62
742,794,794,9,12,123,100,62,97,81,68,6,0,17,910,186,1,7,126,131,95,131,98,99,6,1,58,2030,306
610,133,133,9,12,70,60,75,110,75,90,5,0,11,163,168,0,7,70,110,80,55,80,105,1,0,15,560,100
446,73,446,12,17,79,85,60,55,60,71,4,0,10,315,144,5,12,70,80,50,35,35,35,1,0,8,195,61
683,175,175,2,12,77,120,90,60,90,48,5,0,16,1390,170,17,12,85,105,100,79,83,78,2,0,23,888,239
253,243,253,12,12,85,80,90,105,95,60,2,0,6,325,180,17,12,75,105,75,105,75,45,2,0,9,285,168
641,685,685,14,12,110,65,75,125,85,30,5,0,10,201,221,10,8,89,124,80,55,80,55,5,0,28,3300,169
159,591,159,6,7,90,100,90,125,85,90,1,1,20,600,261,12,12,103,60,86,60,86,50,5,0,11,310,390
380,492,380,15,0,45,95,50,40,50,75,3,0,7,125,71,2,10,58,70,45,40,45,42,4,0,7,205,60
313,320,313,12,12,80,80,80,55,55,90,3,0,14,465,154,12,12,104,91,63,91,73,68,3,0,15,840,221
123,52,123,9,12,65,55,115,100,40,60,1,0,10,350,87,0,9,35,70,55,45,55,25,1,0,3,54,57
303,464,303,17,7,60,50,100,85,70,65,3,0,12,280,154,0,7,70,80,102,80,102,40,4,0,12,385,166
320,689,320,12,12,104,91,63,91,73,68,3,0,15,840,221,12,7,70,83,50,37,50,60,5,0,5,105,70
584,102,102,15,12,55,75,85,25,25,15,5,0,4,180,56,8,13,60,65,60,130,75,110,1,0,15,405,225
413,513,513,16,14,80,135,130,95,90,70,3,0,16,5500,270,1,11,70,120,65,45,85,125,4,0,11,340,179
524,474,524,10,7,75,95,125,45,75,95,4,0,20,425,179,8,7,150,80,44,90,54,80,4,0,12,150,174
739,457,739,4,12,54,45,47,75,98,52,6,0,2,9,130,15,16,60,52,168,47,138,30,4,0,13,1495,173
68,692,692,17,5,90,95,95,70,90,70,1,0,13,540,230,1,7,110,65,105,55,95,80,5,0,12,395,179
122,558,122,12,12,250,5,5,35,105,50,1,0,11,346,395,6,12,65,63,45,45,45,45,5,0,5,99,62
349,516,349,17,1,70,120,40,95,40,95,3,0,18,888,161,10,15,115,140,130,55,55,40,4,0,24,2828,241
677,687,677,11,12,70,50,30,95,135,105,5,0,11,1480,180,1,16,65,125,100,60,70,70,5,0,16,700,172
422,568,422,17,12,100,100,90,150,140,90,3,1,45,3520,302,12,12,85,110,90,45,90,80,5,0,12,610,225
630,224,224,13,12,50,50,62,40,62,65,5,0,6,310,66,16,10,75,85,200,55,65,30,2,0,92,4000,179
205,401,205,9,7,75,55,70,55,95,110,2,0,8,30,207,11,17,110,80,90,95,90,65,3,0,14,1506,239
89,260,260,3,16,25,35,70,95,55,45,1,0,3,60,65,6,12,45,75,37,70,55,83,2,0,7,214,73
264,444,444,6,12,115,115,85,90,75,100,2,1,21,1980,261,12,7,85,120,70,50,60,100,4,0,12,249,218
746,589,589,14,12,62,48,54,63,60,68,6,0,3,35,71,10,12,60,85,40,30,45,68,5,0,3,85,66
111,727,727,9,14,60,40,80,60,45,40,1,0,4,25,65,17,1,72,95,67,103,71,122,6,0,15,400,239
210,219,219,17,10,55,45,45,25,25,15,2,0,4,85,42,12,14,70,80,65,90,65,85,2,0,15,415,159
356,14,356,6,12,70,85,140,85,70,20,3,0,5,804,165,0,12,45,30,35,20,20,45,1,0,3,29,39
349,480,349,17,1,70,120,40,95,40,95,3,0,18,888,161,12,12,49,55,42,42,37,85,4,0,5,39,62
161,675,161,2,12,61,84,65,70,70,70,1,0,40,165,147,11,12,55,70,40,60,40,40,5,0,5,85,61
475,30,475,12,12,55,66,44,44,56,85,4,0,4,55,70,13,12,60,85,69,65,79,80,1,0,35,650,157
764,587,587,17,12,71,73,88,120,89,59,6,0,13,353,100,14,7,55,45,43,55,43,72,5,0,4,21,65
570,289,570,1,12,64,88,50,88,50,106,5,0,11,375,156,0,12,45,45,35,20,30,20,3,0,3,36,56
382,585,585,17,12,20,15,20,10,55,80,3,0,6,74,40,15,12,70,105,105,50,40,20,5,0,9,1020,137
290,251,251,0,12,50,35,55,25,25,15,3,0,6,100,72,10,12,90,60,60,40,40,40,2,0,5,335,66
701,235,701,15,5,91,129,90,72,90,108,5,1,19,2600,261,12,12,60,80,50,50,50,40,2,0,6,88,66
86,601,601,17,14,90,65,65,40,40,15,1,0,12,360,63,0,9,45,53,70,40,60,42,5,0,3,25,62
625,360,625,8,12,58,50,145,95,105,30,5,0,17,765,169,10,12,45,100,45,45,45,10,3,0,7,150,58
211,711,711,17,10,95,85,85,65,65,35,2,0,14,750,151,2,11,125,130,90,130,90,95,5,1,30,3250,297
690,369,690,12,7,100,123,75,57,75,80,5,0,15,410,179,13,12,73,100,60,100,60,65,3,0,27,525,160
743,527,527,5,12,67,82,62,46,48,43,6,0,6,80,70,14,5,68,125,65,65,115,80,4,0,16,520,233
591,769,591,12,12,103,60,86,60,86,50,5,0,11,310,390,15,11,77,59,50,67,63,46,6,0,13,252,72
133,187,133,0,7,70,110,80,55,80,105,1,0,15,560,100,3,12,20,40,15,35,35,60,2,0,3,20,41
356,449,449,6,12,70,85,140,85,70,20,3,0,5,804,165,3,12,45,65,34,40,34,45,4,0,5,95,53
97,339,339,13,12,105,105,75,65,100,50,1,0,12,300,175,3,12,70,75,60,105,60,105,3,0,15,402,166
745,184,184,12,12,75,80,60,65,90,102,6,0,12,280,165,13,7,85,90,80,70,80,130,2,0,18,750,241
541,349,349,16,2,100,120,120,150,100,90,4,1,54,6830,306,17,1,70,120,40,95,40,95,3,0,18,888,161
53,374,374,0,9,60,95,80,60,80,30,1,0,10,295,142,17,12,43,80,65,50,35,35,3,0,6,115,62
599,223,223,5,12,120,100,85,30,85,45,5,0,13,555,163,10,7,65,75,105,35,65,85,2,0,11,648,86
253,561,253,12,12,85,80,90,105,95,60,2,0,6,325,180,17,12,55,55,45,63,45,45,5,0,5,59,62
158,342,158,3,7,90,90,85,125,90,100,1,1,16,526,261,3,12,60,40,50,75,85,95,3,0,4,42,142
744,530,530,5,1,95,124,78,69,71,58,6,0,21,1360,173,8,12,45,100,135,65,135,45,4,0,22,1066,236
156,250,250,12,12,160,110,65,65,110,30,1,0,21,4600,189,17,2,75,95,95,95,95,85,2,0,18,1520,243
700,778,700,16,5,91,90,129,90,72,108,5,1,21,2500,261,16,4,57,80,91,80,87,75,6,0,2,30,165
462,628,628,0,7,70,94,50,94,50,66,4,0,9,233,148,15,7,55,112,45,74,45,70,5,0,5,95,71
128,34,34,17,12,45,67,60,35,50,63,1,0,6,150,64,10,12,75,100,110,45,55,65,1,0,10,295,158
489,604,604,12,12,100,5,5,15,65,30,4,0,6,244,110,0,13,30,45,59,30,39,57,5,0,4,53,52
670,135,135,8,6,60,40,60,95,60,55,5,0,6,130,130,3,12,65,83,57,95,85,105,1,0,11,300,172
86,450,450,17,14,90,65,65,40,40,15,1,0,12,360,63,3,12,60,85,49,60,49,60,4,0,9,305,127
176,733,733,12,12,35,46,34,35,45,20,2,0,8,60,43,0,12,38,35,40,27,25,35,6,0,3,25,40
774,529,774,15,4,50,50,150,50,150,50,6,0,3,57,100,15,16,60,55,145,75,150,40,4,0,14,3400,184
483,486,486,13,1,63,63,47,41,41,74,4,0,4,192,66,16,14,67,89,116,79,116,33,4,0,13,1870,175
663,580,663,16,12,60,100,115,70,85,90,5,0,6,810,234,12,7,62,77,62,50,42,65,5,0,6,150,125
739,69,69,4,12,54,45,47,75,98,52,6,0,2,9,130,14,12,25,20,15,105,55,90,1,0,9,195,62
163,401,163,14,12,106,110,90,154,90,130,1,1,20,1220,306,11,17,110,80,90,95,90,65,3,0,14,1506,239
175,29,175,17,12,85,105,100,79,83,78,2,0,23,888,239,13,12,35,60,44,40,54,55,1,0,20,69,58
586,30,586,15,12,85,135,130,60,80,25,5,0,17,2600,232,13,12,60,85,69,65,79,80,1,0,35,650,157
77,343,343,9,13,65,90,50,85,45,55,1,0,10,64,137,0,12,65,73,55,47,75,85,3,0,7,177,151
113,515,515,10,12,50,50,95,40,50,35,1,0,4,65,64,12,12,110,85,95,80,95,50,4,0,17,1400,180
369,578,369,13,12,73,100,60,100,60,65,3,0,27,525,160,14,12,116,55,85,107,95,29,5,0,11,605,170
749,481,481,16,8,45,80,100,35,37,28,6,0,8,20,65,12,12,71,82,64,64,59,112,4,0,10,438,158
273,31,31,9,12,40,45,35,65,55,70,3,0,5,50,62,3,12,35,55,40,50,50,90,1,0,4,60,112
124,690,124,12,12,105,95,80,40,80,90,1,0,22,800,172,12,7,100,123,75,57,75,80,5,0,15,410,179
279,523,279,6,5,80,120,70,110,70,80,3,0,19,520,239,11,12,65,60,110,130,95,65,4,0,8,259,184
353,119,119,6,10,60,60,40,65,45,35,3,0,7,240,61,13,12,65,90,120,85,70,60,1,0,12,95,172
529,524,524,15,16,60,55,145,75,150,40,4,0,14,3400,184,10,7,75,95,125,45,75,95,4,0,20,425,179
662,295,295,16,12,60,80,95,70,85,50,5,0,6,510,154,17,9,60,50,50,60,70,50,3,0,12,325,119
474,565,565,8,7,150,80,44,90,54,80,4,0,12,150,174,12,12,60,85,69,60,69,77,5,0,11,270,147
775,572,572,2,12,45,50,35,55,75,40,6,0,3,28,60,9,12,75,98,63,98,63,101,5,0,11,305,174
680,105,105,10,3,109,66,84,81,99,32,5,0,7,110,165,14,12,60,48,45,43,90,42,1,0,10,324,66
440,519,519,17,12,64,66,68,81,76,50,4,0,8,230,142,6,12,75,95,67,125,95,83,4,0,16,680,243
301,520,301,12,7,60,85,60,50,50,125,3,0,7,198,159,4,7,85,50,95,120,115,80,4,0,15,380,245
162,497,162,2,7,91,134,95,100,100,80,1,0,22,2100,270,5,12,40,70,40,35,40,60,4,0,7,202,57
605,149,605,0,13,40,55,99,40,79,47,5,0,12,585,126,12,12,65,60,70,85,75,40,1,0,8,365,79
235,49,235,12,12,60,80,50,50,50,40,2,0,6,88,66,9,13,45,50,55,75,65,30,1,0,5,54,64
660,402,660,9,16,74,94,131,54,116,20,5,0,10,1100,171,17,12,35,64,85,74,55,32,3,0,4,525,69
628,353,628,15,7,55,112,45,74,45,70,5,0,5,95,71,6,10,60,60,40,65,45,35,3,0,7,240,61
518,299,518,3,12,75,123,67,95,85,95,4,0,18,1386,243,9,1,90,100,60,90,60,80,3,0,13,596,216
201,28,28,15,12,70,100,115,30,65,30,2,0,12,380,144,12,7,65,90,65,61,61,100,1,0,12,380,155
146,559,146,17,12,130,65,60,110,95,65,1,0,10,290,184,6,5,90,93,55,70,55,55,5,0,10,555,146
543,522,522,6,16,91,90,106,130,106,77,4,1,17,4300,270,9,12,65,110,130,60,65,95,4,0,10,255,184
756,18,756,4,12,82,80,86,85,75,72,6,0,8,50,168,0,13,45,25,50,25,25,35,1,0,6,100,72
121,733,121,10,15,105,130,120,45,45,40,1,0,19,1200,170,0,12,38,35,40,27,25,35,6,0,3,25,40
89,636,636,3,16,25,35,70,95,55,45,1,0,3,60,65,14,12,45,30,50,55,65,45,5,0,4,58,58
377,640,377,10,14,60,70,105,70,120,75,3,0,15,1080,175,14,12,65,40,50,125,60,30,5,0,6,80,130
588,118,588,14,7,67,57,55,77,55,114,5,0,9,105,149,13,12,40,65,95,60,45,35,1,0,6,10,68
96,438,438,13,12,80,80,50,40,50,25,1,0,9,300,65,6,5,76,104,71,104,71,108,4,0,12,550,240
445,573,573,12,12,59,45,40,35,40,31,4,0,5,200,50,6,12,50,53,48,53,48,64,5,0,6,110,63
372,491,372,17,10,50,48,43,46,41,60,3,0,4,19,58,8,1,50,92,108,92,108,35,4,0,10,1080,170
646,306,306,11,12,71,95,85,110,95,79,5,0,13,575,241,14,4,68,65,65,125,115,80,3,0,16,484,233
16,34,16,0,7,60,45,50,90,80,70,1,0,11,320,178,10,12,75,100,110,45,55,65,1,0,10,295,158
375,291,291,17,1,63,120,85,90,55,55,3,0,11,328,164,0,7,60,70,50,100,50,65,3,0,10,284,178
800,530,800,6,17,80,110,120,130,90,70,6,1,17,1950,270,8,12,45,100,135,65,135,45,4,0,22,1066,236
115,753,115,5,12,50,120,53,35,110,87,1,0,15,498,159,4,12,78,52,60,63,65,23,6,0,2,5,68
469,501,469,9,12,70,60,70,87,78,85,4,0,5,93,158,10,12,108,112,118,68,72,47,4,0,20,3000,184
387,211,387,8,12,64,115,65,83,63,65,3,0,11,125,159,17,10,95,85,85,65,65,35,2,0,14,750,151
453,672,453,9,13,60,70,65,125,105,90,4,0,9,145,232,2,12,46,87,60,30,40,57,5,0,6,180,64
626,778,778,17,15,54,78,103,53,45,22,5,0,7,165,71,16,4,57,80,91,80,87,75,6,0,2,30,165
135,126,135,3,12,65,83,57,95,85,105,1,0,11,300,172,17,12,30,40,70,70,25,60,1,0,4,80,59
86,702,702,17,14,90,65,65,40,40,15,1,0,12,360,63,9,5,91,90,72,90,129,108,5,1,20,2000,261
513,590,513,1,11,70,120,65,45,85,125,4,0,11,340,179,10,16,110,135,60,50,65,88,5,0,7,404,178
766,305,766,3,12,62,55,52,109,94,109,6,0,10,210,168,14,4,38,35,35,65,55,50,3,0,8,202,97
765,575,765,3,12,44,38,33,61,43,70,6,0,5,60,58,17,12,50,53,48,53,48,64,5,0,6,135,63
10,555,555,17,12,44,48,65,50,64,43,1,0,5,90,63,9,12,45,45,55,45,55,63,5,0,6,81,62
728,256,728,12,12,38,36,38,32,36,57,6,0,4,50,47,5,12,35,35,35,35,35,35,2,0,7,210,42
227,93,93,4,12,90,120,75,60,60,45,2,0,14,487,158,12,7,60,110,70,60,60,100,1,0,18,852,165
457,111,111,15,16,60,52,168,47,138,30,4,0,13,1495,173,9,14,60,40,80,60,45,40,1,0,4,25,65
16,580,16,0,7,60,45,50,90,80,70,1,0,11,320,178,12,7,62,77,62,50,42,65,5,0,6,150,125
794,773,773,1,7,126,131,95,131,98,99,6,1,58,2030,306,3,4,67,58,57,81,67,101,6,0,2,22,151
766,382,766,3,12,62,55,52,109,94,109,6,0,10,210,168,17,12,20,15,20,10,55,80,3,0,6,74,40
796,379,796,15,4,50,100,150,100,150,50,6,1,7,88,270,15,9,86,81,97,81,107,43,3,0,15,604,173
604,333,604,0,13,30,45,59,30,39,57,5,0,4,53,52,16,15,70,110,180,60,60,50,3,0,21,3600,239
18,726,726,0,13,45,25,50,25,25,35,1,0,6,100,72,17,12,54,63,52,83,56,97,6,0,6,109,142
678,631,631,0,12,50,40,85,40,65,25,5,0,4,77,61,13,12,80,95,82,60,82,75,5,0,19,1073,166
749,675,675,16,8,45,80,100,35,37,28,6,0,8,20,65,11,12,55,70,40,60,40,40,5,0,5,85,61
580,547,547,12,7,62,77,62,50,42,65,5,0,6,150,125,14,12,120,70,120,75,130,85,4,0,15,856,270
701,209,701,15,5,91,129,90,72,90,108,5,1,19,2600,261,0,7,65,65,45,75,45,95,2,0,12,380,78
719,274,274,9,12,56,61,65,48,45,38,6,0,4,90,63,9,12,50,65,45,85,65,95,3,0,9,216,142
401,160,401,11,17,110,80,90,95,90,65,3,0,14,1506,239,2,12,41,64,45,50,50,50,1,0,18,33,60
253,11,253,12,12,85,80,90,105,95,60,2,0,6,325,180,17,12,59,63,80,65,80,58,1,0,10,225,142
283,583,583,17,10,100,110,90,85,90,60,3,0,15,819,241,3,12,75,100,63,80,63,116,5,0,16,795,174
